Agency,variable,value,binary
National Endowment for the Humanities,HTTPS Bad Chain,0,No
National Endowment for the Humanities,HTTPS Bad Hostname,0,No
National Endowment for the Humanities,Live,0,No
National Endowment for the Humanities,Redirect,0,No
National Endowment for the Humanities,Strictly Forces HTTPS,0,No
National Endowment for the Humanities,Valid HTTPS,0,No
National Gallery of Art,Broken Root,1,No
National Gallery of Art,Broken WWW,1,No
National Gallery of Art,Defaults to HTTPS,0,No
National Gallery of Art,Downgrades HTTPS,0,No
National Gallery of Art,HSTS,0,No
National Gallery of Art,HSTS All Subdomains,0,No
National Gallery of Art,HSTS Preload Ready,0,No
National Gallery of Art,HTTPS Bad Chain,0,No
National Gallery of Art,HTTPS Bad Hostname,0,No
National Gallery of Art,Live,0,No
National Gallery of Art,Redirect,0,No
National Gallery of Art,Strictly Forces HTTPS,0,No
National Gallery of Art,Valid HTTPS,0,No
National Indian Gaming Commission,Broken Root,1,No
National Indian Gaming Commission,Broken WWW,1,No
National Indian Gaming Commission,Defaults to HTTPS,0,No
National Indian Gaming Commission,Downgrades HTTPS,0,No
National Indian Gaming Commission,HSTS,0,No
National Indian Gaming Commission,HSTS All Subdomains,0,No
National Indian Gaming Commission,HSTS Preload Ready,0,No
National Indian Gaming Commission,HTTPS Bad Chain,0,No
National Indian Gaming Commission,HTTPS Bad Hostname,0,No
National Indian Gaming Commission,Live,0,No
National Indian Gaming Commission,Redirect,0,No
National Indian Gaming Commission,Strictly Forces HTTPS,0,No
National Indian Gaming Commission,Valid HTTPS,0,No
National Labor Relations Board,Broken Root,1,No
National Labor Relations Board,Broken WWW,1,No
National Labor Relations Board,Defaults to HTTPS,0,No
National Labor Relations Board,Downgrades HTTPS,0,No
National Labor Relations Board,HSTS,0,No
National Labor Relations Board,HSTS All Subdomains,0,No
National Labor Relations Board,HSTS Preload Ready,0,No
National Labor Relations Board,HTTPS Bad Chain,0,No
National Labor Relations Board,HTTPS Bad Hostname,0,No
National Labor Relations Board,Live,0,No
National Labor Relations Board,Redirect,0,No
National Labor Relations Board,Strictly Forces HTTPS,0,No
National Labor Relations Board,Valid HTTPS,0,No
National Mediation Board,Broken Root,1,No
National Mediation Board,Broken WWW,1,No
National Mediation Board,Defaults to HTTPS,0,No
National Mediation Board,Downgrades HTTPS,0,No
National Mediation Board,HSTS,0,No
National Mediation Board,HSTS All Subdomains,0,No
National Mediation Board,HSTS Preload Ready,0,No
National Mediation Board,HTTPS Bad Chain,0,No
National Mediation Board,HTTPS Bad Hostname,0,No
National Mediation Board,Live,0,No
National Mediation Board,Redirect,0,No
National Mediation Board,Strictly Forces HTTPS,0,No
National Mediation Board,Valid HTTPS,0,No
National Nanotechnology Coordination Office,Broken Root,1,No
National Nanotechnology Coordination Office,Broken WWW,1,No
National Nanotechnology Coordination Office,Defaults to HTTPS,0,No
National Nanotechnology Coordination Office,Downgrades HTTPS,0,No
National Nanotechnology Coordination Office,HSTS,0,No
National Nanotechnology Coordination Office,HSTS All Subdomains,0,No
National Nanotechnology Coordination Office,HSTS Preload Ready,0,No
National Nanotechnology Coordination Office,HTTPS Bad Chain,0,No
National Nanotechnology Coordination Office,HTTPS Bad Hostname,0,No
National Nanotechnology Coordination Office,Live,0,No
National Nanotechnology Coordination Office,Redirect,0,No
National Nanotechnology Coordination Office,Strictly Forces HTTPS,0,No
National Nanotechnology Coordination Office,Valid HTTPS,0,No
National Science Foundation,Broken Root,8,No
National Science Foundation,Broken WWW,8,No
National Science Foundation,Defaults to HTTPS,0,No
National Science Foundation,Downgrades HTTPS,0,No
National Science Foundation,HSTS,0,No
National Science Foundation,HSTS All Subdomains,0,No
National Science Foundation,HSTS Preload Ready,0,No
National Science Foundation,HTTPS Bad Chain,0,No
National Science Foundation,HTTPS Bad Hostname,0,No
National Science Foundation,Live,0,No
National Science Foundation,Redirect,0,No
National Science Foundation,Strictly Forces HTTPS,0,No
National Science Foundation,Valid HTTPS,0,No
National Security Agency,Broken Root,1,No
National Security Agency,Broken WWW,1,No
National Security Agency,Defaults to HTTPS,0,No
National Security Agency,Downgrades HTTPS,0,No
National Security Agency,HSTS,0,No
National Security Agency,HSTS All Subdomains,0,No
National Security Agency,HSTS Preload Ready,0,No
National Security Agency,HTTPS Bad Chain,0,No
National Security Agency,HTTPS Bad Hostname,0,No
National Security Agency,Live,0,No
National Security Agency,Redirect,0,No
National Security Agency,Strictly Forces HTTPS,0,No
National Security Agency,Valid HTTPS,0,No
National Transportation Safety Board,Broken Root,1,No
National Transportation Safety Board,Broken WWW,1,No
National Transportation Safety Board,Defaults to HTTPS,0,No
National Transportation Safety Board,Downgrades HTTPS,0,No
National Transportation Safety Board,HSTS,0,No
National Transportation Safety Board,HSTS All Subdomains,0,No
National Transportation Safety Board,HSTS Preload Ready,0,No
National Transportation Safety Board,HTTPS Bad Chain,0,No
National Transportation Safety Board,HTTPS Bad Hostname,0,No
National Transportation Safety Board,Live,0,No
National Transportation Safety Board,Redirect,0,No
National Transportation Safety Board,Strictly Forces HTTPS,0,No
National Transportation Safety Board,Valid HTTPS,0,No
Networking Information Technology Research and Development (NITRD),Broken Root,2,No
Networking Information Technology Research and Development (NITRD),Broken WWW,2,No
Networking Information Technology Research and Development (NITRD),Defaults to HTTPS,0,No
Networking Information Technology Research and Development (NITRD),Downgrades HTTPS,0,No
Networking Information Technology Research and Development (NITRD),HSTS,0,No
Networking Information Technology Research and Development (NITRD),HSTS All Subdomains,0,No
Networking Information Technology Research and Development (NITRD),HSTS Preload Ready,0,No
Networking Information Technology Research and Development (NITRD),HTTPS Bad Chain,0,No
Networking Information Technology Research and Development (NITRD),HTTPS Bad Hostname,0,No
Networking Information Technology Research and Development (NITRD),Live,0,No
Networking Information Technology Research and Development (NITRD),Redirect,0,No
Networking Information Technology Research and Development (NITRD),Strictly Forces HTTPS,0,No
Networking Information Technology Research and Development (NITRD),Valid HTTPS,0,No
Nuclear Regulatory Commission,Broken Root,2,No
Nuclear Regulatory Commission,Broken WWW,2,No
Nuclear Regulatory Commission,Defaults to HTTPS,0,No
Nuclear Regulatory Commission,Downgrades HTTPS,0,No
Nuclear Regulatory Commission,HSTS,0,No
Nuclear Regulatory Commission,HSTS All Subdomains,0,No
Nuclear Regulatory Commission,HSTS Preload Ready,0,No
Nuclear Regulatory Commission,HTTPS Bad Chain,0,No
Nuclear Regulatory Commission,HTTPS Bad Hostname,0,No
Nuclear Regulatory Commission,Live,0,No
Nuclear Regulatory Commission,Redirect,0,No
Nuclear Regulatory Commission,Strictly Forces HTTPS,0,No
Nuclear Regulatory Commission,Valid HTTPS,0,No
Occupational Safety & Health Review Commission,Broken Root,1,No
Occupational Safety & Health Review Commission,Broken WWW,1,No
Occupational Safety & Health Review Commission,Defaults to HTTPS,0,No
Occupational Safety & Health Review Commission,Downgrades HTTPS,0,No
Occupational Safety & Health Review Commission,HSTS,0,No
Occupational Safety & Health Review Commission,HSTS All Subdomains,0,No
Occupational Safety & Health Review Commission,HSTS Preload Ready,0,No
Occupational Safety & Health Review Commission,HTTPS Bad Chain,0,No
Occupational Safety & Health Review Commission,HTTPS Bad Hostname,0,No
Occupational Safety & Health Review Commission,Live,0,No
Occupational Safety & Health Review Commission,Redirect,0,No
Occupational Safety & Health Review Commission,Strictly Forces HTTPS,0,No
Occupational Safety & Health Review Commission,Valid HTTPS,0,No
Office of Government Ethics,Broken Root,1,No
Office of Government Ethics,Broken WWW,1,No
Office of Government Ethics,Defaults to HTTPS,0,No
Office of Government Ethics,Downgrades HTTPS,0,No
Office of Government Ethics,HSTS,0,No
Office of Government Ethics,HSTS All Subdomains,0,No
Office of Government Ethics,HSTS Preload Ready,0,No
Office of Government Ethics,HTTPS Bad Chain,0,No
Office of Government Ethics,HTTPS Bad Hostname,0,No
Office of Government Ethics,Live,0,No
Office of Government Ethics,Redirect,0,No
Office of Government Ethics,Strictly Forces HTTPS,0,No
Office of Government Ethics,Valid HTTPS,0,No
Office of Personnel Management,Broken Root,22,No
Office of Personnel Management,Broken WWW,22,No
Office of Personnel Management,Defaults to HTTPS,0,No
Office of Personnel Management,Downgrades HTTPS,0,No
Office of Personnel Management,HSTS,0,No
Office of Personnel Management,HSTS All Subdomains,0,No
Office of Personnel Management,HSTS Preload Ready,0,No
Office of Personnel Management,HTTPS Bad Chain,0,No
Office of Personnel Management,HTTPS Bad Hostname,0,No
Office of Personnel Management,Live,0,No
Office of Personnel Management,Redirect,0,No
Office of Personnel Management,Strictly Forces HTTPS,0,No
Office of Personnel Management,Valid HTTPS,0,No
Overseas Private Investment Corporation,Broken Root,1,No
Overseas Private Investment Corporation,Broken WWW,1,No
Overseas Private Investment Corporation,Defaults to HTTPS,0,No
Overseas Private Investment Corporation,Downgrades HTTPS,0,No
Overseas Private Investment Corporation,HSTS,0,No
Overseas Private Investment Corporation,HSTS All Subdomains,0,No
Overseas Private Investment Corporation,HSTS Preload Ready,0,No
Overseas Private Investment Corporation,HTTPS Bad Chain,0,No
Overseas Private Investment Corporation,HTTPS Bad Hostname,0,No
Overseas Private Investment Corporation,Live,0,No
Overseas Private Investment Corporation,Redirect,0,No
Overseas Private Investment Corporation,Strictly Forces HTTPS,0,No
Overseas Private Investment Corporation,Valid HTTPS,0,No
Pension Benefit Guaranty Corporation,Broken Root,1,No
Pension Benefit Guaranty Corporation,Broken WWW,1,No
Pension Benefit Guaranty Corporation,Defaults to HTTPS,0,No
Pension Benefit Guaranty Corporation,Downgrades HTTPS,0,No
Pension Benefit Guaranty Corporation,HSTS,0,No
Pension Benefit Guaranty Corporation,HSTS All Subdomains,0,No
Pension Benefit Guaranty Corporation,HSTS Preload Ready,0,No
Pension Benefit Guaranty Corporation,HTTPS Bad Chain,0,No
Pension Benefit Guaranty Corporation,HTTPS Bad Hostname,0,No
Pension Benefit Guaranty Corporation,Live,0,No
Pension Benefit Guaranty Corporation,Redirect,0,No
Pension Benefit Guaranty Corporation,Strictly Forces HTTPS,0,No
Pension Benefit Guaranty Corporation,Valid HTTPS,0,No
Postal Rate Commission,Broken Root,1,No
Postal Rate Commission,Broken WWW,1,No
Postal Rate Commission,Defaults to HTTPS,0,No
Postal Rate Commission,Downgrades HTTPS,0,No
Postal Rate Commission,HSTS,0,No
Postal Rate Commission,HSTS All Subdomains,0,No
Postal Rate Commission,HSTS Preload Ready,0,No
Postal Rate Commission,HTTPS Bad Chain,0,No
Postal Rate Commission,HTTPS Bad Hostname,0,No
Postal Rate Commission,Live,0,No
Postal Rate Commission,Redirect,0,No
Postal Rate Commission,Strictly Forces HTTPS,0,No
Postal Rate Commission,Valid HTTPS,0,No
Railroad Retirement Board,Broken Root,1,No
Railroad Retirement Board,Broken WWW,1,No
Railroad Retirement Board,Defaults to HTTPS,0,No
Railroad Retirement Board,Downgrades HTTPS,0,No
Railroad Retirement Board,HSTS,0,No
Railroad Retirement Board,HSTS All Subdomains,0,No
Railroad Retirement Board,HSTS Preload Ready,0,No
Railroad Retirement Board,HTTPS Bad Chain,0,No
Railroad Retirement Board,HTTPS Bad Hostname,0,No
Railroad Retirement Board,Live,0,No
Railroad Retirement Board,Redirect,0,No
Railroad Retirement Board,Strictly Forces HTTPS,0,No
Railroad Retirement Board,Valid HTTPS,0,No
Recovery Accountability and Transparency Board,Broken Root,6,No
Recovery Accountability and Transparency Board,Broken WWW,6,No
Recovery Accountability and Transparency Board,Defaults to HTTPS,0,No
Recovery Accountability and Transparency Board,Downgrades HTTPS,0,No
Recovery Accountability and Transparency Board,HSTS,0,No
Recovery Accountability and Transparency Board,HSTS All Subdomains,0,No
Recovery Accountability and Transparency Board,HSTS Preload Ready,0,No
Recovery Accountability and Transparency Board,HTTPS Bad Chain,0,No
Recovery Accountability and Transparency Board,HTTPS Bad Hostname,0,No
Recovery Accountability and Transparency Board,Live,0,No
Recovery Accountability and Transparency Board,Redirect,0,No
Recovery Accountability and Transparency Board,Strictly Forces HTTPS,0,No
Recovery Accountability and Transparency Board,Valid HTTPS,0,No
Securities and Exchange Commission,Broken Root,3,No
Securities and Exchange Commission,Broken WWW,3,No
Securities and Exchange Commission,Defaults to HTTPS,0,No
Securities and Exchange Commission,Downgrades HTTPS,0,No
Securities and Exchange Commission,HSTS,0,No
Securities and Exchange Commission,HSTS All Subdomains,0,No
Securities and Exchange Commission,HSTS Preload Ready,0,No
Securities and Exchange Commission,HTTPS Bad Chain,0,No
Securities and Exchange Commission,HTTPS Bad Hostname,0,No
Securities and Exchange Commission,Live,0,No
Securities and Exchange Commission,Redirect,0,No
Securities and Exchange Commission,Strictly Forces HTTPS,0,No
Securities and Exchange Commission,Valid HTTPS,0,No
Selective Service System,Broken Root,1,No
Selective Service System,Broken WWW,1,No
Selective Service System,Defaults to HTTPS,0,No
Selective Service System,Downgrades HTTPS,0,No
Selective Service System,HSTS,0,No
Selective Service System,HSTS All Subdomains,0,No
Selective Service System,HSTS Preload Ready,0,No
Selective Service System,HTTPS Bad Chain,0,No
Selective Service System,HTTPS Bad Hostname,0,No
Selective Service System,Live,0,No
Selective Service System,Redirect,0,No
Selective Service System,Strictly Forces HTTPS,0,No
Selective Service System,Valid HTTPS,0,No
Small Business Administration,Broken Root,8,No
Small Business Administration,Broken WWW,8,No
Small Business Administration,Defaults to HTTPS,0,No
Small Business Administration,Downgrades HTTPS,0,No
Small Business Administration,HSTS,0,No
Small Business Administration,HSTS All Subdomains,0,No
Small Business Administration,HSTS Preload Ready,0,No
Small Business Administration,HTTPS Bad Chain,0,No
Small Business Administration,HTTPS Bad Hostname,0,No
Small Business Administration,Live,0,No
Small Business Administration,Redirect,0,No
Small Business Administration,Strictly Forces HTTPS,0,No
Small Business Administration,Valid HTTPS,0,No
Smithsonian Institution,Broken Root,1,No
Smithsonian Institution,Broken WWW,1,No
Smithsonian Institution,Defaults to HTTPS,0,No
Smithsonian Institution,Downgrades HTTPS,0,No
Smithsonian Institution,HSTS,0,No
Smithsonian Institution,HSTS All Subdomains,0,No
Smithsonian Institution,HSTS Preload Ready,0,No
Smithsonian Institution,HTTPS Bad Chain,0,No
Smithsonian Institution,HTTPS Bad Hostname,0,No
Smithsonian Institution,Live,0,No
Smithsonian Institution,Redirect,0,No
Smithsonian Institution,Strictly Forces HTTPS,0,No
Smithsonian Institution,Valid HTTPS,0,No
Social Security Administration,Broken Root,3,No
Social Security Administration,Broken WWW,3,No
Social Security Administration,Defaults to HTTPS,0,No
Social Security Administration,Downgrades HTTPS,0,No
Social Security Administration,HSTS,0,No
Social Security Administration,HSTS All Subdomains,0,No
Social Security Administration,HSTS Preload Ready,0,No
Social Security Administration,HTTPS Bad Chain,0,No
Social Security Administration,HTTPS Bad Hostname,0,No
Social Security Administration,Live,0,No
Social Security Administration,Redirect,0,No
Social Security Administration,Strictly Forces HTTPS,0,No
Social Security Administration,Valid HTTPS,0,No
Social Security Advisory Board,Broken Root,2,No
Social Security Advisory Board,Broken WWW,2,No
Social Security Advisory Board,Defaults to HTTPS,0,No
Social Security Advisory Board,Downgrades HTTPS,0,No
Social Security Advisory Board,HSTS,0,No
Social Security Advisory Board,HSTS All Subdomains,0,No
Social Security Advisory Board,HSTS Preload Ready,0,No
Social Security Advisory Board,HTTPS Bad Chain,0,No
Social Security Advisory Board,HTTPS Bad Hostname,0,No
Social Security Advisory Board,Live,0,No
Social Security Advisory Board,Redirect,0,No
Social Security Advisory Board,Strictly Forces HTTPS,0,No
Social Security Advisory Board,Valid HTTPS,0,No
Stennis Center for Public Service,Broken Root,1,No
Stennis Center for Public Service,Broken WWW,1,No
Stennis Center for Public Service,Defaults to HTTPS,0,No
Stennis Center for Public Service,Downgrades HTTPS,0,No
Stennis Center for Public Service,HSTS,0,No
Stennis Center for Public Service,HSTS All Subdomains,0,No
Stennis Center for Public Service,HSTS Preload Ready,0,No
Stennis Center for Public Service,HTTPS Bad Chain,0,No
Stennis Center for Public Service,HTTPS Bad Hostname,0,No
Stennis Center for Public Service,Live,0,No
Stennis Center for Public Service,Redirect,0,No
Stennis Center for Public Service,Strictly Forces HTTPS,0,No
Stennis Center for Public Service,Valid HTTPS,0,No
Tennessee Valley Authority,Broken Root,2,No
Tennessee Valley Authority,Broken WWW,2,No
Tennessee Valley Authority,Defaults to HTTPS,0,No
Tennessee Valley Authority,Downgrades HTTPS,0,No
Tennessee Valley Authority,HSTS,0,No
Tennessee Valley Authority,HSTS All Subdomains,0,No
Tennessee Valley Authority,HSTS Preload Ready,0,No
Tennessee Valley Authority,HTTPS Bad Chain,0,No
Tennessee Valley Authority,HTTPS Bad Hostname,0,No
Tennessee Valley Authority,Live,0,No
Tennessee Valley Authority,Redirect,0,No
Tennessee Valley Authority,Strictly Forces HTTPS,0,No
Tennessee Valley Authority,Valid HTTPS,0,No
Terrorist Screening Center,Broken Root,1,No
Terrorist Screening Center,Broken WWW,1,No
Terrorist Screening Center,Defaults to HTTPS,0,No
Terrorist Screening Center,Downgrades HTTPS,0,No
Terrorist Screening Center,HSTS,0,No
Terrorist Screening Center,HSTS All Subdomains,0,No
Terrorist Screening Center,HSTS Preload Ready,0,No
Terrorist Screening Center,HTTPS Bad Chain,0,No
Terrorist Screening Center,HTTPS Bad Hostname,0,No
Terrorist Screening Center,Live,0,No
Terrorist Screening Center,Redirect,0,No
Terrorist Screening Center,Strictly Forces HTTPS,0,No
Terrorist Screening Center,Valid HTTPS,0,No
The Intelligence Community,Broken Root,1,No
The Intelligence Community,Broken WWW,1,No
The Intelligence Community,Defaults to HTTPS,0,No
The Intelligence Community,Downgrades HTTPS,0,No
The Intelligence Community,HSTS,0,No
The Intelligence Community,HSTS All Subdomains,0,No
The Intelligence Community,HSTS Preload Ready,0,No
The Intelligence Community,HTTPS Bad Chain,0,No
The Intelligence Community,HTTPS Bad Hostname,0,No
The Intelligence Community,Live,0,No
The Intelligence Community,Redirect,0,No
The Intelligence Community,Strictly Forces HTTPS,0,No
The Intelligence Community,Valid HTTPS,0,No
The Judicial Branch (Courts),Broken Root,24,No
The Judicial Branch (Courts),Broken WWW,20,No
The Judicial Branch (Courts),Defaults to HTTPS,0,No
The Judicial Branch (Courts),Downgrades HTTPS,0,No
The Judicial Branch (Courts),HSTS,0,No
The Judicial Branch (Courts),HSTS All Subdomains,0,No
The Judicial Branch (Courts),HSTS Preload Ready,0,No
The Judicial Branch (Courts),HTTPS Bad Chain,4,No
The Judicial Branch (Courts),HTTPS Bad Hostname,0,No
The Judicial Branch (Courts),Live,7,No
The Judicial Branch (Courts),Redirect,3,No
The Judicial Branch (Courts),Strictly Forces HTTPS,0,No
The Judicial Branch (Courts),Valid HTTPS,1,No
The Legislative Branch (Congress),Broken Root,20,No
The Legislative Branch (Congress),Broken WWW,19,No
The Legislative Branch (Congress),Defaults to HTTPS,1,No
The Legislative Branch (Congress),Downgrades HTTPS,5,No
The Legislative Branch (Congress),HSTS,0,No
The Legislative Branch (Congress),HSTS All Subdomains,0,No
The Legislative Branch (Congress),HSTS Preload Ready,0,No
The Legislative Branch (Congress),HTTPS Bad Chain,18,No
The Legislative Branch (Congress),HTTPS Bad Hostname,0,No
The Legislative Branch (Congress),Live,29,No
The Legislative Branch (Congress),Redirect,7,No
The Legislative Branch (Congress),Strictly Forces HTTPS,0,No
The Legislative Branch (Congress),Valid HTTPS,4,No
The United States World War One Centennial Commission,Broken Root,1,No
The United States World War One Centennial Commission,Broken WWW,1,No
The United States World War One Centennial Commission,Defaults to HTTPS,0,No
The United States World War One Centennial Commission,Downgrades HTTPS,0,No
The United States World War One Centennial Commission,HSTS,0,No
The United States World War One Centennial Commission,HSTS All Subdomains,0,No
The United States World War One Centennial Commission,HSTS Preload Ready,0,No
The United States World War One Centennial Commission,HTTPS Bad Chain,0,No
The United States World War One Centennial Commission,HTTPS Bad Hostname,0,No
The United States World War One Centennial Commission,Live,0,No
The United States World War One Centennial Commission,Redirect,0,No
The United States World War One Centennial Commission,Strictly Forces HTTPS,0,No
The United States World War One Centennial Commission,Valid HTTPS,0,No
U. S. Access Board,Broken Root,2,No
U. S. Access Board,Broken WWW,2,No
U. S. Access Board,Defaults to HTTPS,0,No
U. S. Access Board,Downgrades HTTPS,0,No
U. S. Access Board,HSTS,0,No
U. S. Access Board,HSTS All Subdomains,0,No
U. S. Access Board,HSTS Preload Ready,0,No
U. S. Access Board,HTTPS Bad Chain,0,No
U. S. Access Board,HTTPS Bad Hostname,0,No
U. S. Access Board,Live,0,No
U. S. Access Board,Redirect,0,No
U. S. Access Board,Strictly Forces HTTPS,0,No
U. S. Access Board,Valid HTTPS,0,No
U. S. Holocaust Memorial Museum,Broken Root,1,No
U. S. Holocaust Memorial Museum,Broken WWW,1,No
U. S. Holocaust Memorial Museum,Defaults to HTTPS,0,No
U. S. Holocaust Memorial Museum,Downgrades HTTPS,0,No
U. S. Holocaust Memorial Museum,HSTS,0,No
U. S. Holocaust Memorial Museum,HSTS All Subdomains,0,No
U. S. Holocaust Memorial Museum,HSTS Preload Ready,0,No
U. S. Holocaust Memorial Museum,HTTPS Bad Chain,0,No
U. S. Holocaust Memorial Museum,HTTPS Bad Hostname,0,No
U. S. Holocaust Memorial Museum,Live,0,No
U. S. Holocaust Memorial Museum,Redirect,0,No
U. S. Holocaust Memorial Museum,Strictly Forces HTTPS,0,No
U. S. Holocaust Memorial Museum,Valid HTTPS,0,No
U. S. International Trade Commission,Broken Root,1,No
U. S. International Trade Commission,Broken WWW,1,No
U. S. International Trade Commission,Defaults to HTTPS,0,No
U. S. International Trade Commission,Downgrades HTTPS,0,No
U. S. International Trade Commission,HSTS,0,No
U. S. International Trade Commission,HSTS All Subdomains,0,No
U. S. International Trade Commission,HSTS Preload Ready,0,No
U. S. International Trade Commission,HTTPS Bad Chain,0,No
U. S. International Trade Commission,HTTPS Bad Hostname,0,No
U. S. International Trade Commission,Live,0,No
U. S. International Trade Commission,Redirect,0,No
U. S. International Trade Commission,Strictly Forces HTTPS,0,No
U. S. International Trade Commission,Valid HTTPS,0,No
U. S. Office of Special Counsel,Broken Root,2,No
U. S. Office of Special Counsel,Broken WWW,2,No
U. S. Office of Special Counsel,Defaults to HTTPS,0,No
U. S. Office of Special Counsel,Downgrades HTTPS,0,No
U. S. Office of Special Counsel,HSTS,0,No
U. S. Office of Special Counsel,HSTS All Subdomains,0,No
U. S. Office of Special Counsel,HSTS Preload Ready,0,No
U. S. Office of Special Counsel,HTTPS Bad Chain,0,No
U. S. Office of Special Counsel,HTTPS Bad Hostname,0,No
U. S. Office of Special Counsel,Live,0,No
U. S. Office of Special Counsel,Redirect,0,No
U. S. Office of Special Counsel,Strictly Forces HTTPS,0,No
U. S. Office of Special Counsel,Valid HTTPS,0,No
U. S. Peace Corps,Broken Root,3,No
U. S. Peace Corps,Broken WWW,3,No
U. S. Peace Corps,Defaults to HTTPS,0,No
U. S. Peace Corps,Downgrades HTTPS,0,No
U. S. Peace Corps,HSTS,0,No
U. S. Peace Corps,HSTS All Subdomains,0,No
U. S. Peace Corps,HSTS Preload Ready,0,No
U. S. Peace Corps,HTTPS Bad Chain,0,No
U. S. Peace Corps,HTTPS Bad Hostname,0,No
U. S. Peace Corps,Live,0,No
U. S. Peace Corps,Redirect,0,No
U. S. Peace Corps,Strictly Forces HTTPS,0,No
U. S. Peace Corps,Valid HTTPS,0,No
U. S. Postal Service,Broken Root,2,No
U. S. Postal Service,Broken WWW,1,No
U. S. Postal Service,Defaults to HTTPS,2,No
U. S. Postal Service,Downgrades HTTPS,0,No
U. S. Postal Service,HSTS,0,No
U. S. Postal Service,HSTS All Subdomains,0,No
U. S. Postal Service,HSTS Preload Ready,0,No
U. S. Postal Service,HTTPS Bad Chain,2,No
U. S. Postal Service,HTTPS Bad Hostname,0,No
U. S. Postal Service,Live,4,No
U. S. Postal Service,Redirect,3,No
U. S. Postal Service,Strictly Forces HTTPS,2,No
U. S. Postal Service,Valid HTTPS,1,No
U.S. Agency for International Development,Broken Root,3,No
U.S. Agency for International Development,Broken WWW,3,No
U.S. Agency for International Development,Defaults to HTTPS,1,No
U.S. Agency for International Development,Downgrades HTTPS,2,No
U.S. Agency for International Development,HSTS,0,No
U.S. Agency for International Development,HSTS All Subdomains,0,No
U.S. Agency for International Development,HSTS Preload Ready,0,No
U.S. Agency for International Development,HTTPS Bad Chain,6,No
U.S. Agency for International Development,HTTPS Bad Hostname,0,No
U.S. Agency for International Development,Live,10,No
U.S. Agency for International Development,Redirect,2,No
U.S. Agency for International Development,Strictly Forces HTTPS,1,No
U.S. Agency for International Development,Valid HTTPS,4,No
U.S. Capitol Police,Broken Root,1,No
U.S. Capitol Police,Broken WWW,1,No
U.S. Capitol Police,Defaults to HTTPS,0,No
U.S. Capitol Police,Downgrades HTTPS,0,No
U.S. Capitol Police,HSTS,0,No
U.S. Capitol Police,HSTS All Subdomains,0,No
U.S. Capitol Police,HSTS Preload Ready,0,No
U.S. Capitol Police,HTTPS Bad Chain,0,No
U.S. Capitol Police,HTTPS Bad Hostname,0,No
U.S. Capitol Police,Live,0,No
U.S. Capitol Police,Redirect,0,No
U.S. Capitol Police,Strictly Forces HTTPS,0,No
U.S. Capitol Police,Valid HTTPS,0,No
U.S. Chemical Safety and Hazard Investigation Board,Broken Root,3,No
U.S. Chemical Safety and Hazard Investigation Board,Broken WWW,3,No
U.S. Chemical Safety and Hazard Investigation Board,Defaults to HTTPS,0,No
U.S. Chemical Safety and Hazard Investigation Board,Downgrades HTTPS,0,No
U.S. Chemical Safety and Hazard Investigation Board,HSTS,0,No
U.S. Chemical Safety and Hazard Investigation Board,HSTS All Subdomains,0,No
U.S. Chemical Safety and Hazard Investigation Board,HSTS Preload Ready,0,No
U.S. Chemical Safety and Hazard Investigation Board,HTTPS Bad Chain,0,No
U.S. Chemical Safety and Hazard Investigation Board,HTTPS Bad Hostname,0,No
U.S. Chemical Safety and Hazard Investigation Board,Live,0,No
U.S. Chemical Safety and Hazard Investigation Board,Redirect,0,No
U.S. Chemical Safety and Hazard Investigation Board,Strictly Forces HTTPS,0,No
U.S. Chemical Safety and Hazard Investigation Board,Valid HTTPS,0,No
U.S. Commission of Fine Arts,Broken Root,1,No
U.S. Commission of Fine Arts,Broken WWW,1,No
U.S. Commission of Fine Arts,Defaults to HTTPS,0,No
U.S. Commission of Fine Arts,Downgrades HTTPS,0,No
U.S. Commission of Fine Arts,HSTS,0,No
U.S. Commission of Fine Arts,HSTS All Subdomains,0,No
U.S. Commission of Fine Arts,HSTS Preload Ready,0,No
U.S. Commission of Fine Arts,HTTPS Bad Chain,0,No
U.S. Commission of Fine Arts,HTTPS Bad Hostname,0,No
U.S. Commission of Fine Arts,Live,0,No
U.S. Commission of Fine Arts,Redirect,0,No
U.S. Commission of Fine Arts,Strictly Forces HTTPS,0,No
U.S. Commission of Fine Arts,Valid HTTPS,0,No
"U.S. Postal Service, Office of Inspector General",Broken Root,1,No
"U.S. Postal Service, Office of Inspector General",Broken WWW,1,No
"U.S. Postal Service, Office of Inspector General",Defaults to HTTPS,1,No
"U.S. Postal Service, Office of Inspector General",Downgrades HTTPS,0,No
"U.S. Postal Service, Office of Inspector General",HSTS,1,No
"U.S. Postal Service, Office of Inspector General",HSTS All Subdomains,1,No
"U.S. Postal Service, Office of Inspector General",HSTS Preload Ready,1,No
"U.S. Postal Service, Office of Inspector General",HTTPS Bad Chain,0,No
"U.S. Postal Service, Office of Inspector General",HTTPS Bad Hostname,0,No
"U.S. Postal Service, Office of Inspector General",Live,1,No
"U.S. Postal Service, Office of Inspector General",Redirect,0,No
"U.S. Postal Service, Office of Inspector General",Strictly Forces HTTPS,1,No
"U.S. Postal Service, Office of Inspector General",Valid HTTPS,1,No
U.S. Trade and Development Agency,Broken Root,1,No
U.S. Trade and Development Agency,Broken WWW,1,No
U.S. Trade and Development Agency,Defaults to HTTPS,0,No
