Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
sequimwa.gov,http://sequimwa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
shakopeemn.gov,http://www.shakopeemn.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
sheboyganfalls-wi.gov,http://sheboyganfalls-wi.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sheboyganwi.gov,http://www.sheboyganwi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sheffieldma.gov,http://sheffieldma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sheltercove-ca.gov,http://sheltercove-ca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sherwoodoregon.gov,http://www.sherwoodoregon.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
shirley-ma.gov,http://shirley-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
shivelyky.gov,http://shivelyky.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
shoreline-wa.gov,http://www.shoreline-wa.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
shorelinewa.gov,http://shorelinewa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
shoreviewmn.gov,http://shoreviewmn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
shreveportla.gov,http://shreveportla.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
shrewsburyma.gov,http://shrewsburyma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sierravistaaz.gov,http://www.sierravistaaz.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
signalmountaintn.gov,http://signalmountaintn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
silvercitynm.gov,http://www.silvercitynm.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
silverspringtwp-pa.gov,http://silverspringtwp-pa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
siouxfallssd.gov,http://siouxfallssd.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sisterbaywi.gov,http://sisterbaywi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sleepyhollowny.gov,http://www.sleepyhollowny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
smithfieldri.gov,http://smithfieldri.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
smithfieldva.gov,http://www.smithfieldva.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
smyrnaga.gov,http://www.smyrnaga.gov,True,True,http://www.smyrnacity.com/,False,False,False,False,False,False,False,,False,False,True,False
snohomishwa.gov,http://snohomishwa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
snowflake-az.gov,http://snowflake-az.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
soddy-daisy-tn.gov,http://soddy-daisy-tn.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
soddy-daisytn.gov,http://soddy-daisytn.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
soddydaisy-tn.gov,http://soddydaisy-tn.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
soddydaisytn.gov,http://soddydaisytn.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
solwaytownship-mn.gov,http://www.solwaytownship-mn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
somersct.gov,http://somersct.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
somersettx.gov,http://somersettx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
somervillema.gov,http://www.somervillema.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
southamboynj.gov,http://southamboynj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southamptontownny.gov,http://southamptontownny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southbend-wa.gov,http://southbend-wa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southbendin.gov,http://southbendin.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
southbury-ct.gov,http://southbury-ct.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
southeast-ny.gov,http://southeast-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
southhadleyma.gov,http://southhadleyma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southjordanutah.gov,http://southjordanutah.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
southmiamifl.gov,http://southmiamifl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southpadretexas.gov,http://southpadretexas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southpasadenaca.gov,http://www.southpasadenaca.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
southpittsburg-tn.gov,http://southpittsburg-tn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
southwilliamsport-pa.gov,http://southwilliamsport-pa.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
speedwayin.gov,http://speedwayin.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
spencerma.gov,http://spencerma.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sperryok.gov,http://sperryok.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
spiritlakeid.gov,http://spiritlakeid.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
springcitypa.gov,http://springcitypa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
springdalear.gov,http://springdalear.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
springervilleaz.gov,http://springervilleaz.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
springfield-ma.gov,http://www.springfield-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
springfield-or.gov,http://springfield-or.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
springfieldma.gov,http://www.springfieldma.gov,True,True,http://www3.springfield-ma.gov/cos/,False,False,False,False,False,False,False,,False,False,False,False
springhillks.gov,http://springhillks.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
springhilllouisiana.gov,http://springhilllouisiana.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sprucepine-nc.gov,http://sprucepine-nc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
staffordnj.gov,http://www.staffordnj.gov,True,True,http://twp.stafford.nj.us/,False,False,False,False,False,False,False,,False,False,False,False
staffordtx.gov,http://staffordtx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stamfordct.gov,http://www.stamfordct.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stanhopenj.gov,http://stanhopenj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
starnc.gov,http://starnc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
statecollegepa.gov,http://statecollegepa.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
statesboroga.gov,http://www.statesboroga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
staytonoregon.gov,http://www.staytonoregon.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stcharlescitymo.gov,http://stcharlescitymo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stcroixfallswi.gov,http://stcroixfallswi.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
stephenvilletx.gov,http://www.stephenvilletx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sterling-il.gov,http://sterling-il.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sterling-ma.gov,http://www.sterling-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stlouis-mo.gov,https://www.stlouis-mo.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
stlucieco.gov,http://stlucieco.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
stmarysga.gov,http://stmarysga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stmatthewsky.gov,http://stmatthewsky.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stocktonca.gov,http://stocktonca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
stoneham-ma.gov,http://www.stoneham-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stonington-ct.gov,http://www.stonington-ct.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stpaul.gov,http://stpaul.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stpete-fl.gov,http://stpete-fl.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
strathamnh.gov,http://strathamnh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sturgis-sd.gov,http://sturgis-sd.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sturgismi.gov,http://sturgismi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sudbury-ma.gov,http://www.sudbury-ma.gov,True,True,https://sudbury.ma.us/,False,False,False,True,True,False,False,,False,False,False,False
suffolk-va.gov,http://www.suffolk-va.gov,True,True,http://www.suffolkva.us/,False,False,False,False,False,False,False,,False,False,False,False
sugar-landcitytx.gov,http://sugar-landcitytx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugar-landtx.gov,http://sugar-landtx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugarcityidaho.gov,http://www.sugarcityidaho.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sugarland-citytx.gov,http://sugarland-citytx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugarland-tx.gov,http://sugarland-tx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugarlandcity-tx.gov,http://sugarlandcity-tx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugarlandcitytx.gov,http://sugarlandcitytx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
sugarlandtx.gov,http://sugarlandtx.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
sullivanohio.gov,http://sullivanohio.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
summervillesc.gov,http://www.summervillesc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sumtersc.gov,http://sumtersc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sunlandpark-nm.gov,http://sunlandpark-nm.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sunnyside-wa.gov,http://sunnyside-wa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
sunrisebeach-mo.gov,http://sunrisebeach-mo.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
sunsetbeachnc.gov,http://www.sunsetbeachnc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
superioraz.gov,http://superioraz.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
superiorcolorado.gov,http://superiorcolorado.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
surgoinsvilletn.gov,http://surgoinsvilletn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
surpriseaz.gov,http://surpriseaz.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
sylacaugaal.gov,http://www.sylacaugaal.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
syracuseks.gov,http://syracuseks.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tabernaclenj.gov,http://tabernaclenj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tacomawa.gov,http://www.tacomawa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tafttx.gov,http://tafttx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tallapoosaga.gov,http://tallapoosaga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tallassee-al.gov,http://tallassee-al.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tallulah-la.gov,http://tallulah-la.gov,True,False,,False,False,False,True,True,False,False,,False,False,False,False
tampafl.gov,http://www.tampafl.gov,True,True,http://www.tampagov.net/,False,False,False,False,True,False,False,,False,False,False,False
taunton-ma.gov,http://taunton-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
taylormillky.gov,http://www.taylormillky.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
taylorsvilleut.gov,http://www.taylorsvilleut.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
taylortx.gov,http://taylortx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
teanecknj.gov,http://www.teanecknj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tegacaysc.gov,http://www.tegacaysc.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
telluride-co.gov,http://telluride-co.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
temeculaca.gov,http://www.temeculaca.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
tempe.gov,http://tempe.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
templetx.gov,http://templetx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tennille-ga.gov,http://tennille-ga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
thecolonytx.gov,http://thecolonytx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
thewoodlands-tx.gov,http://www.thewoodlands-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
thewoodlandstownship-tx.gov,http://thewoodlandstownship-tx.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
thomasville-nc.gov,http://thomasville-nc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
thornburg-pa.gov,http://thornburg-pa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
thornebay-ak.gov,http://thornebay-ak.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tiffinohio.gov,http://tiffinohio.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tigard-or.gov,http://www.tigard-or.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
tillamookor.gov,http://tillamookor.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
timnath-co.gov,http://timnath-co.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
tinleypark-il.gov,http://tinleypark-il.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
tinleyparkil.gov,http://tinleyparkil.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
tiogatx.gov,http://www.tiogatx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tippcityohio.gov,http://tippcityohio.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
tisburyma.gov,http://tisburyma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tolland-ma.gov,http://www.tolland-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
tomballtx.gov,http://tomballtx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tompkinsvilleky.gov,http://tompkinsvilleky.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
topsfield-ma.gov,http://topsfield-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
torranceca.gov,http://torranceca.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
torreyutah.gov,http://torreyutah.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
torrington-ct.gov,http://torrington-ct.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
torringtonwy.gov,http://torringtonwy.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofbethlehem-ny.gov,http://townofbethlehem-ny.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
townofblythewoodsc.gov,http://townofblythewoodsc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofcallahan-fl.gov,http://www.townofcallahan-fl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofcarrboronc.gov,http://townofcarrboronc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofcarync.gov,http://townofcarync.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofcatskillny.gov,http://townofcatskillny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofchadbournnc.gov,http://www.townofchadbournnc.gov,True,True,,False,False,False,False,False,False,False,,False,False,True,False
townofclaytonnc.gov,http://townofclaytonnc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofeasthaven-ct.gov,http://townofeasthaven-ct.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofhalfmoon-ny.gov,http://www.townofhalfmoon-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofhaverhill-fl.gov,http://townofhaverhill-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofhomecroftin.gov,http://townofhomecroftin.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofhounsfield-ny.gov,http://townofhounsfield-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofislip-ny.gov,http://townofislip-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofkentny.gov,http://townofkentny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townoflapointewi.gov,http://townoflapointewi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townoflaveta-co.gov,http://www.townoflaveta-co.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofmaynard-ma.gov,http://www.townofmaynard-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofmonteagle-tn.gov,http://townofmonteagle-tn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofnashvillenc.gov,http://townofnashvillenc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofnorth-sc.gov,http://townofnorth-sc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofnortheastny.gov,http://www.townofnortheastny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townoforangeva.gov,http://townoforangeva.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
townofoysterbay-ny.gov,http://townofoysterbay-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofpenningtonva.gov,http://townofpenningtonva.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
townofpoughkeepsie-ny.gov,http://www.townofpoughkeepsie-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
townofrobersonville-nc.gov,http://townofrobersonville-nc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofryeny.gov,http://townofryeny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofshields-wi.gov,http://townofshields-wi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofshirley-ma.gov,http://townofshirley-ma.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
townofstleo-fl.gov,http://townofstleo-fl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofsurfsidefl.gov,http://townofsurfsidefl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townoftropicut.gov,http://www.townoftropicut.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofvassnc.gov,http://www.townofvassnc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townofwalworthny.gov,http://www.townofwalworthny.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
townofwarren-ri.gov,http://townofwarren-ri.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofwashingtonva.gov,http://townofwashingtonva.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
townofwoodstockva.gov,http://townofwoodstockva.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
townshipoftabernacle-nj.gov,http://townshipoftabernacle-nj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
traversecitymi.gov,http://www.traversecitymi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
treasureisland-fl.gov,http://treasureisland-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
trinity-nc.gov,http://www.trinity-nc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
trinityal.gov,http://www.trinityal.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
trophyclubtx.gov,http://trophyclubtx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
troutdaleoregon.gov,http://troutdaleoregon.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
troyal.gov,http://www.troyal.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
troymi.gov,http://troymi.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
troyny.gov,http://troyny.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
troyohio.gov,http://troyohio.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
trumansburg-ny.gov,http://trumansburg-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
trumbull-ct.gov,http://trumbull-ct.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
truro-ma.gov,http://www.truro-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tualatinoregon.gov,http://www.tualatinoregon.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
tukwila-wa.gov,http://tukwila-wa.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
tukwilawa.gov,http://tukwilawa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tulia-tx.gov,http://tulia-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tullahomatn.gov,http://tullahomatn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tumwaterwa.gov,http://tumwaterwa.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
tupeloms.gov,http://www.tupeloms.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tusayan-az.gov,http://tusayan-az.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tusayanaz.gov,http://tusayanaz.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tuskegeealabama.gov,http://tuskegeealabama.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tuxedopark-ny.gov,http://tuxedopark-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
twpoceannj.gov,http://twpoceannj.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
tyngsboroughma.gov,http://www.tyngsboroughma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tyringham-ma.gov,http://tyringham-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
uctx.gov,http://uctx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
underhillvt.gov,http://www.underhillvt.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
unioncity-in.gov,http://unioncity-in.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
unioncitynj.gov,http://www.unioncitynj.gov,True,True,,False,False,False,False,True,False,False,,False,False,False,False
unioncitytn.gov,http://www.unioncitytn.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
unionspringsal.gov,http://unionspringsal.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,True
uniontwp-hcnj.gov,http://uniontwp-hcnj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
universalcitytexas.gov,http://universalcitytexas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
uplandca.gov,http://uplandca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
uppermarlboromd.gov,http://uppermarlboromd.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
upperuwchlan-pa.gov,http://upperuwchlan-pa.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
uptonma.gov,http://uptonma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
urbanaillinois.gov,http://urbanaillinois.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
urbannava.gov,http://urbannava.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
utica-il.gov,http://utica-il.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
uvaldetx.gov,http://www.uvaldetx.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
uxbridge-ma.gov,http://uxbridge-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
vanmeteria.gov,http://vanmeteria.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
vermontville-mi.gov,http://vermontville-mi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
vernon-ct.gov,http://www.vernon-ct.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
vernonia-or.gov,http://vernonia-or.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
vernontx.gov,http://vernontx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
veronawi.gov,http://veronawi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
vicksburgms.gov,http://vicksburgms.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
victorvilleca.gov,http://www.victorvilleca.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
vidaliaga.gov,http://www.vidaliaga.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
viennava.gov,http://viennava.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
villageofbabylonny.gov,http://www.villageofbabylonny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofcamillus-ny.gov,http://villageofcamillus-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofcrestwoodil.gov,http://villageofcrestwoodil.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofgoshen-ny.gov,http://villageofgoshen-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofhempsteadny.gov,http://villageofhempsteadny.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
villageofkensingtonny.gov,http://villageofkensingtonny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofmccomboh.gov,http://villageofmccomboh.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
villageofnewhaven-mi.gov,http://villageofnewhaven-mi.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
villageofnewholland-oh.gov,http://www.villageofnewholland-oh.gov,True,True,http://www.esosoft.com/,False,False,False,False,True,False,False,,False,False,False,False
villageofnewtownohio.gov,http://www.villageofnewtownohio.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
villageofphoenix-ny.gov,http://villageofphoenix-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofpinehurstnc.gov,http://www.villageofpinehurstnc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
villageofquogueny.gov,http://villageofquogueny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofvolente-tx.gov,http://www.villageofvolente-tx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
villageofwauconda-il.gov,http://villageofwauconda-il.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
virginiagardens-fl.gov,http://virginiagardens-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
volentetexas.gov,http://volentetexas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
voluntown.gov,http://www.voluntown.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
wacotx.gov,http://wacotx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
waitehilloh.gov,http://waitehilloh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
wakeforestnc.gov,http://wakeforestnc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
waldentn.gov,http://waldentn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
walker-la.gov,http://walker-la.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
