Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
huntingburg-in.gov,http://www.huntingburg-in.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
huntingtonbeachca.gov,http://huntingtonbeachca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
huntingtonny.gov,http://huntingtonny.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
huntspoint-wa.gov,http://huntspoint-wa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
huntsvilleal.gov,http://huntsvilleal.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
hurlock-md.gov,http://www.hurlock-md.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
hurst-texas.gov,http://hurst-texas.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
hursttx.gov,http://hursttx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
huttotx.gov,http://huttotx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
hvlnc.gov,http://hvlnc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
idabel-ok.gov,http://idabel-ok.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
idahofallsidaho.gov,http://www.idahofallsidaho.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
ilwaco-wa.gov,http://ilwaco-wa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
imperialbeachca.gov,http://www.imperialbeachca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
inclinevillage-nv.gov,http://inclinevillage-nv.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
independenceks.gov,http://www.independenceks.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
independenceohio.gov,http://www.independenceohio.gov,True,True,,False,False,False,False,True,False,False,,False,False,False,False
indianapolis-in.gov,http://www.indianapolis-in.gov,True,True,http://www.indy.gov/pages/home.aspx,False,False,False,False,False,False,False,,False,False,False,False
indianolaiowa.gov,http://indianolaiowa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
indianolams.gov,http://indianolams.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
indianpoint-mo.gov,http://indianpoint-mo.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
indy.gov,http://www.indy.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
inglesidetx.gov,http://inglesidetx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
interlachen-fl.gov,http://interlachen-fl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
inverness-fl.gov,http://inverness-fl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
inverness-il.gov,http://www.inverness-il.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
ipswich-ma.gov,https://ipswich-ma.gov,True,False,,False,True,False,True,True,False,False,,False,False,False,False
ipswichma.gov,http://ipswichma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
irontonmo.gov,http://irontonmo.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
irvingtonny.gov,http://irvingtonny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
islip-ny.gov,http://islip-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
isliptown-ny.gov,http://isliptown-ny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
issaquahwa.gov,http://issaquahwa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jacintocity-tx.gov,http://jacintocity-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
jackson-sc.gov,http://jackson-sc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jacksonms.gov,http://www.jacksonms.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
jacksontownship-pa.gov,http://jacksontownship-pa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
jacksontownshippa.gov,http://jacksontownshippa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jacksontwp-pa.gov,http://jacksontwp-pa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
jamestown-nc.gov,http://jamestown-nc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
jamestownri.gov,http://jamestownri.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
jamestowntn.gov,http://www.jamestowntn.gov,True,True,,False,False,False,False,True,False,False,,False,False,False,False
jeffersoncitymo.gov,http://www.jeffersoncitymo.gov,True,True,http://www.jeffcitymo.org/,False,False,False,False,False,False,False,,False,False,True,False
jeffersontownky.gov,http://jeffersontownky.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jerichovt.gov,http://www.jerichovt.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jerome-oh.gov,http://jerome-oh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jesupga.gov,http://jesupga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
johnscreekga.gov,http://www.johnscreekga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
johnsoncitytn.gov,http://www.johnsoncitytn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jonesvillenc.gov,http://jonesvillenc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
junctioncity-ks.gov,http://junctioncity-ks.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
junctioncityoregon.gov,http://www.junctioncityoregon.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
jupiterfl.gov,http://jupiterfl.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
kannapolisnc.gov,http://www.kannapolisnc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
kelso.gov,http://kelso.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
kemah-tx.gov,http://kemah-tx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kenmorewa.gov,http://kenmorewa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
kennebunkportme.gov,http://kennebunkportme.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kennesaw-ga.gov,http://www.kennesaw-ga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kentwa.gov,http://kentwa.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
kerrvilletx.gov,http://kerrvilletx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
killeentexas.gov,http://killeentexas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
killinglyct.gov,http://www.killinglyct.gov,True,True,http://www.killingly.org/,False,False,False,False,True,False,False,,False,False,False,False
kinderhook-ny.gov,http://kinderhook-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kingfield-me.gov,http://kingfield-me.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kingslandga.gov,http://www.kingslandga.gov,True,True,http://www.kingslandgeorgia.com/,False,False,False,False,True,False,False,,False,False,False,False
kingsporttn.gov,http://kingsporttn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kingston-ny.gov,http://kingston-ny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kingstonsprings-tn.gov,http://kingstonsprings-tn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
kinrosstownship-mi.gov,http://kinrosstownship-mi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
kinstonnc.gov,http://www.kinstonnc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kirklandwa.gov,http://www.kirklandwa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
kissimmee-fl.gov,http://kissimmee-fl.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
kitteryme.gov,http://kitteryme.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
knightdalenc.gov,http://knightdalenc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
knoxvilleia.gov,http://knoxvilleia.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
knoxvilleiowa.gov,http://knoxvilleiowa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
knoxvilletn.gov,http://www.knoxvilletn.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
lackawannany.gov,http://lackawannany.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lackawaxentownshippa.gov,http://lackawaxentownshippa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lafollettetn.gov,http://lafollettetn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lagrangega.gov,http://lagrangega.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lahabraca.gov,http://lahabraca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lakeforestca.gov,http://lakeforestca.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lakegroveny.gov,http://lakegroveny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lakejacksontx.gov,http://lakejacksontx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lakelandga.gov,http://www.lakelandga.gov,True,True,https://sites.google.com/a/lakelandga.gov/sites/system/errors/proxiedwebspacenotfound?host=www.lakelandga.gov&webspace=public,False,False,False,False,False,False,False,,False,False,False,False
lakelandtn.gov,http://lakelandtn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lakeparknc.gov,http://lakeparknc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lakeprovidencela.gov,https://www.lakeprovidencela.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
lakestation-in.gov,http://lakestation-in.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lakestevenswa.gov,http://lakestevenswa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lakeville-mn.gov,http://lakeville-mn.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
lakevillemn.gov,http://lakevillemn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lakevillemnfire.gov,http://www.lakevillemnfire.gov,True,True,http://www.ci.lakeville.mn.us/index.php?option=com_content&view=category&id=40&itemid=412,False,False,False,False,False,False,False,,False,False,False,False
lakeway-tx.gov,http://www.lakeway-tx.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
lakewoodnj.gov,http://lakewoodnj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lancastercitysc.gov,http://www.lancastercitysc.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
lancasterny.gov,http://lancasterny.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lanesboro-mn.gov,http://www.lanesboro-mn.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
lanesborough-ma.gov,http://www.lanesborough-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lansingmi.gov,http://www.lansingmi.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
lantabus-pa.gov,http://www.lantabus-pa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
laportetx.gov,http://laportetx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
laredotexas.gov,http://www.laredotexas.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
lasalle-il.gov,http://lasalle-il.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lasvegasnm.gov,http://lasvegasnm.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lauderdalebythesea-fl.gov,http://lauderdalebythesea-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lauderhill-fl.gov,http://lauderhill-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lauderhillfl.gov,http://lauderhillfl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lavergnetn.gov,http://lavergnetn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lavernia-tx.gov,http://lavernia-tx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lawrenceburgtn.gov,http://lawrenceburgtn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lawtonmi.gov,http://lawtonmi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lbts-fl.gov,http://lbts-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
leaguecity-tx.gov,http://leaguecity-tx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
leaguecitytx.gov,http://leaguecitytx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
leandertx.gov,http://www.leandertx.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
lebanonct.gov,http://lebanonct.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lebanonohio.gov,http://lebanonohio.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
leclaireiowa.gov,http://leclaireiowa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
leedsalabama.gov,http://leedsalabama.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
leesburgflorida.gov,http://leesburgflorida.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
leesvillela.gov,http://leesvillela.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lehi-ut.gov,http://lehi-ut.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lenexa-ks.gov,http://www.lenexa-ks.gov,True,True,http://www.lenexa.com/main/vision_index.html,False,False,False,False,False,False,False,,False,False,False,False
lenoir-nc.gov,http://www.lenoir-nc.gov,True,True,,False,False,False,False,True,False,False,,False,False,False,False
leominster-ma.gov,http://leominster-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
leonianj.gov,http://leonianj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
leonvalleytexas.gov,http://leonvalleytexas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
leroytownship-mi.gov,http://leroytownship-mi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
letsmovebridgeportct.gov,http://letsmovebridgeportct.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lewisburgtn.gov,http://lewisburgtn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lewistonmaine.gov,http://lewistonmaine.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lexingtonky.gov,http://lexingtonky.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lexingtonnc.gov,http://lexingtonnc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lexingtontn.gov,http://lexingtontn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lexingtonva.gov,http://lexingtonva.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lhcaz.gov,http://lhcaz.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
libertylakewa.gov,http://libertylakewa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
libertymissouri.gov,http://libertymissouri.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
libertymo.gov,http://libertymo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
limerick-me.gov,http://limerick-me.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
lincolnca.gov,http://lincolnca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lincolnil.gov,http://lincolnil.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
lindale-tx.gov,http://www.lindale-tx.gov,True,True,http://www.lindaletx.gov/,False,False,False,False,False,False,False,,False,False,False,False
lindaletx.gov,http://lindaletx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lindenwoldnj.gov,http://lindenwoldnj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
linndalevillage-oh.gov,http://www.linndalevillage-oh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
linton-in.gov,http://www.linton-in.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
litchfield-nh.gov,http://www.litchfield-nh.gov,True,True,http://litchfieldnh.gov/,False,False,False,False,True,False,False,,False,False,False,False
litchfieldnh.gov,http://litchfieldnh.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
lockhavenpa.gov,http://lockhavenpa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lockportny.gov,http://lockportny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
locustgrove-ga.gov,http://locustgrove-ga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
loganco.gov,http://loganco.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
loganville-ga.gov,http://loganville-ga.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
lomalinda-ca.gov,http://lomalinda-ca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
loneoaktx.gov,http://www.loneoaktx.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
longbeach.gov,http://longbeach.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
longbeachny.gov,http://www.longbeachny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
longbeachwa.gov,http://longbeachwa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
longhillnj.gov,http://longhillnj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
longlakemn.gov,http://www.longlakemn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
longmontcolorado.gov,http://longmontcolorado.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
longportnj.gov,http://longportnj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
longviewtexas.gov,http://longviewtexas.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
longviewtx.gov,http://www.longviewtx.gov,True,True,http://www.longviewtexas.gov/,False,False,False,False,False,False,False,,False,False,False,False
lorenatx.gov,http://www.lorenatx.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
losaltosca.gov,http://www.losaltosca.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
losangeles-ca.gov,http://losangeles-ca.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
losranchosnm.gov,http://losranchosnm.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
louisburgkansas.gov,http://louisburgkansas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
louisville-ky.gov,http://www.louisville-ky.gov,True,True,http://louisvilleky.gov/,False,False,False,False,False,False,False,,False,False,False,False
louisvilleco.gov,http://louisvilleco.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
louisvilleky.gov,http://louisvilleky.gov,True,False,,True,False,False,False,False,False,True,max-age=1000,False,False,False,False
lovejoy-ga.gov,http://lovejoy-ga.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
lovettsvilleva.gov,http://www.lovettsvilleva.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lovington-il.gov,http://lovington-il.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lowellarkansas.gov,http://lowellarkansas.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lowerallowayscreek-nj.gov,http://lowerallowayscreek-nj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lubbocktx.gov,http://www.lubbocktx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
ludington-mi.gov,http://ludington-mi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lunenburgma.gov,http://lunenburgma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lyman-me.gov,http://www.lyman-me.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lymansc.gov,http://lymansc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lymect.gov,http://lymect.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lymenh.gov,http://www.lymenh.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
lyndeboroughnh.gov,http://lyndeboroughnh.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lyndonks.gov,http://www.lyndonks.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
lynnma.gov,http://lynnma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
lynnwoodwa.gov,http://www.lynnwoodwa.gov,True,True,http://www.ci.lynnwood.wa.us/,False,False,False,False,True,False,False,,False,False,False,False
lyonstownshipil.gov,http://lyonstownshipil.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
macomb-mi.gov,http://macomb-mi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
maconga.gov,http://maconga.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
madeirabeachfl.gov,http://madeirabeachfl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
madera-ca.gov,http://www.madera-ca.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
madison-al.gov,http://madison-al.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
madison-in.gov,http://madison-in.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
madisonal.gov,http://www.madisonal.gov,True,False,,True,False,False,False,False,False,False,,False,False,True,False
maharishivediccity-iowa.gov,http://maharishivediccity-iowa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mahomet-il.gov,http://www.mahomet-il.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mahwah-nj.gov,http://mahwah-nj.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
maidennc.gov,http://maidennc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
malvernar.gov,http://malvernar.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
manasquan-nj.gov,http://manasquan-nj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
manassasparkva.gov,http://manassasparkva.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
manassasva.gov,http://www.manassasva.gov,True,True,http://www.manassascity.org/,False,False,False,False,False,False,False,,False,False,False,False
manchester-ga.gov,http://manchester-ga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
manchester-vt.gov,http://manchester-vt.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
manchesterct.gov,http://www.manchesterct.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
manchestermd.gov,http://manchestermd.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
manchestermo.gov,http://www.manchestermo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
manchesternh.gov,http://www.manchesternh.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
manisteemi.gov,http://manisteemi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mankato-mn.gov,http://www.mankato-mn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mankatomn.gov,http://www.mankatomn.gov,True,True,http://www.mankato-mn.gov/,False,False,False,False,True,False,False,,False,False,False,False
mansfieldct.gov,http://mansfieldct.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mansfieldga.gov,http://mansfieldga.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mansfieldtexas.gov,https://www.mansfieldtexas.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
mansfieldtownship-nj.gov,http://www.mansfieldtownship-nj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mantuatownshipohio.gov,http://www.mantuatownshipohio.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
maplegrovemn.gov,http://maplegrovemn.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
maplevalleywa.gov,http://maplevalleywa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
maplewoodmn.gov,http://www.maplewoodmn.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
maranaaz.gov,http://maranaaz.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
marblefallstx.gov,http://marblefallstx.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
maricopa-az.gov,http://maricopa-az.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
marionky.gov,http://marionky.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
marionma.gov,http://marionma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
marionsc.gov,http://marionsc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
markesanwi.gov,http://markesanwi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
marlboro-nj.gov,http://marlboro-nj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
marlborough-ma.gov,http://marlborough-ma.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
marlownh.gov,http://marlownh.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
maroaillinois.gov,http://maroaillinois.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
marshfieldmo.gov,http://marshfieldmo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
martinsville-va.gov,http://www.martinsville-va.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
marysvillewa.gov,http://marysvillewa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
maryville-tn.gov,http://www.maryville-tn.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
mashpeema.gov,http://www.mashpeema.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
mayaguezpr.gov,http://mayaguezpr.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mccomb-ms.gov,http://mccomb-ms.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mcdonough-ga.gov,http://mcdonough-ga.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mckeesport-pa.gov,http://www.mckeesport-pa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mckenzietn.gov,http://mckenzietn.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
meadowsplacetx.gov,http://meadowsplacetx.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
mechanicvilleny.gov,http://mechanicvilleny.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
medina-wa.gov,http://www.medina-wa.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
memphistn.gov,http://memphistn.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mendon-ma.gov,http://mendon-ma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mendonma.gov,http://www.mendonma.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
menomonie-wi.gov,http://www.menomonie-wi.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mentonealabama.gov,http://mentonealabama.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
merchantvillenj.gov,http://merchantvillenj.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
meridenct.gov,http://www.meridenct.gov,True,True,http://www.cityofmeriden.org/default.asp,False,False,False,False,False,False,False,,False,False,False,False
merrimacknh.gov,http://www.merrimacknh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mesaaz.gov,http://mesaaz.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
mesillanm.gov,http://mesillanm.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mesquitetx.gov,http://www.mesquitetx.gov,True,True,http://www.cityofmesquite.com/,True,False,False,False,False,False,False,,False,False,False,False
miamibeachfl.gov,http://miamibeachfl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
miamigardens-fl.gov,http://miamigardens-fl.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
miamilakes-fl.gov,http://miamilakes-fl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
miamisprings-fl.gov,http://www.miamisprings-fl.gov,True,True,,False,False,False,False,False,False,False,,False,False,True,False
miamitownshipoh.gov,http://miamitownshipoh.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
